time,space,speed
360,2244.895048878936,6.235819580219267
365,2251.414518600818,6.168258955070734
370,2265.948564577489,6.124185309668889
375,2274.6562196660493,6.065749919109465
380,2296.4894939237643,6.043393405062537
385,2414.740621226675,6.272053561627728
390,2434.7234846348724,6.242880729833006
395,2440.812132765237,6.179271222190473
400,2487.913186505396,6.21978296626349
405,2516.7595333315994,6.214221069954567
410,2520.0493251688167,6.146461768704431
415,2522.3850138453486,6.078036177940599
420,2546.4519460342135,6.062980823890984
425,2554.439852686055,6.010446712202483
430,2563.560066953965,5.96176759756736
435,2621.51515041371,6.02647161014646
440,2639.364395827654,5.998555445062849
445,2671.08205427123,6.002431582631977
450,2803.5551361586618,6.230122524797026
455,2808.7552951509033,6.173088560771216
460,2852.2126296634437,6.20046223839879
465,2907.707257331858,6.253133886735178
470,2916.6093954774456,6.205551905271161
475,2994.419947686743,6.304041995129985
480,3174.4018756528717,6.6133372409434825
485,3200.732417744363,6.599448284008996
490,3236.121866103397,6.604330338986525
495,3297.0176933068624,6.660641804660328
500,3334.927187963798,6.669854375927597
505,3358.9213873254016,6.65132947985228
510,3377.247888126674,6.622054682601322
515,3386.7534569137474,6.576220304686888
520,3424.143427976391,6.584891207646906
525,3449.0370635815343,6.56959440682197
530,3523.1897501930134,6.647527830552855
535,3543.4136541457706,6.623203091861253
540,3551.9930256703574,6.577764862352514
545,3568.590193779998,6.547871915192657
550,3589.290814713693,6.525983299479442
555,3612.6922794251523,6.5093554584236974
560,3690.6588849677037,6.590462294585185
565,3701.3063686103687,6.550984723204192
570,3703.97790433681,6.498206849713702
575,3705.795602591528,6.444861917550484
580,3765.291341170925,6.491881622708491
585,3800.9027816535713,6.497269712228327
590,3836.800920723009,6.503052408005099
595,3954.736403265055,6.646615803806815
600,3956.827570129822,6.594712616883037
605,3966.5856996572406,6.5563399994334555
610,4022.2794340678297,6.593900711586606
615,4027.681082234203,6.549074930462119
620,4041.486938741449,6.518527320550724
625,4073.753087027993,6.518004939244789
630,4121.14079202794,6.54149332067927
635,4147.375890785353,6.531300615410004
640,4169.589338524338,6.514983341444278
645,4198.975278991326,6.510039192234615
650,4199.594122014976,6.460914033869194
655,4278.433216867414,6.531959109721242
660,4385.787488290776,6.645132558016328
665,4399.889854131895,6.61637572049909
670,4470.806472214133,6.672845480916616
675,4528.0599136195115,6.708236909065943
680,4604.710133688004,6.771632549541183
685,4630.434301945809,6.759758105030379
690,4642.19258174272,6.727815335859015
695,4646.206104361613,6.685188639369228
700,4668.3177767005145,6.669025395286449
705,4673.756085916419,6.6294412566190335
710,4727.7745771824575,6.658837432651349
715,4765.492502336587,6.665024478792429
720,4777.581349725269,6.635529652396207
725,4835.451417010049,6.669588161393172
730,4860.447211947119,6.658146865680985
735,5035.688809920231,6.851277292408477
740,5041.9376012812345,6.813429190920587
745,5056.064903763325,6.786664300353456
750,5108.3530715265315,6.811137428702042
755,5113.902221018559,6.773380425190145
760,5139.762843765397,6.762845847059732
765,5170.101759071424,6.758302953034541
770,5182.834760280656,6.7309542341307225
775,5201.973863547108,6.712224340060784
780,5203.788616497215,6.6715238673041215
785,5218.692668021,6.648016137606369
790,5229.855905609788,6.620070766594669
795,5267.2809122478375,6.62551058144382
800,5308.8582455227315,6.636072806903415
805,5310.214632018701,6.5965399155511815
810,5312.156655987568,6.558218093811813
815,5315.466759833748,6.5220451040904885
820,5346.543113334554,6.5201745284567725
825,5400.4097562015795,6.545951219638278
830,5440.421746412328,6.554724995677503
835,5445.079759452784,6.52105360413507
840,5482.078320975472,6.52628371544699
845,5488.248509219593,6.494968649964015
850,5548.29523366889,6.527406157257518
855,5568.599731861468,6.512982142528033
860,5580.671171806888,6.489152525356847
865,5608.687798202022,6.484032136649737
870,5619.814764108884,6.459557200125155
875,5630.6606513864,6.4350407444416
880,5637.321444786722,6.406047096348548
885,5676.660754461862,6.414305937245041
890,5724.248681931969,6.4317400920583925
895,5743.298533912864,6.417093333980853
900,5757.9721480371645,6.397746831152405
905,5759.083223795245,6.3636278715969565
910,5918.130479565464,6.503440087434576
915,5932.377893418039,6.483473107560698
920,5971.606247129766,6.490876355575833
925,6066.091856376848,6.557937142029025
930,6082.105252741377,6.539898121227287
935,6093.830751917515,6.517466044831567
940,6094.642321786145,6.483662044453346
945,6164.296521839667,6.5230651024758375
950,6197.612644542949,6.52380278372942
955,6313.740785307638,6.611246895610092
960,6318.046496452014,6.581298433804181
965,6415.658034928395,6.648350295262586
970,6439.348979302617,6.638504102373832
975,6511.915710559344,6.6788879082659935
980,6568.110308198393,6.702153375712646
985,6573.899864685663,6.674010014909302
990,6606.242276362399,6.672971996325655
995,6620.503311033208,6.653772171892671
1000,6654.518383202432,6.654518383202432
1005,6661.358248221995,6.628217162409945
1010,6696.6958729396065,6.630391953405551
1015,6705.120816055123,6.606030360645442
1020,6709.1347965425575,6.577583133865253
1025,6713.646556741152,6.549899079747465
1030,6714.173416427492,6.518614967405332
1035,6746.661984800466,6.518513994976296
1040,6834.427765228337,6.571565158873401
1045,6844.872185998537,6.550116924400514
1050,6859.955000882947,6.533290477031379
1055,6875.708728078346,6.517259457894167
1060,6886.437857554504,6.496639488258967
1065,6905.689261702683,6.484215269204397
1070,6940.743912925496,6.486676554135978
1075,6972.8050734473345,6.486330300881241
1080,6974.093584608977,6.4574940598231265
1085,6980.444215522511,6.433589138730425
1090,7063.825560683261,6.480573908883725
1095,7064.369685574345,6.451479164908077
1100,7075.832620395685,6.432575109450623
1105,7146.864331279916,6.467750526045172
1110,7147.247588868826,6.438961791773717
1115,7162.6424464562115,6.423894570812745
1120,7212.2771044230485,6.439533128949151
1125,7213.230439835794,6.41176039096515
1130,7252.8673963234,6.418466722410088
1135,7268.858308729066,6.404280448219442
1140,7341.88028181568,6.4402458612418245
1145,7360.359243476967,6.428261348014819
1150,7361.98876321542,6.401729359317756
1155,7380.073212824127,6.389673777336906
1160,7390.232805157785,6.370890349273953
1165,7457.831781121441,6.4015723443102495
1170,7584.036882297024,6.482082805382071
1175,7585.216951384712,6.455503788412521
1180,7593.965993041061,6.435564400882255
1185,7638.639495377159,6.44610927879929
1190,7667.305985232091,6.443114273304278
1195,7670.904816847132,6.419167210750738
1200,7722.315810980639,6.435263175817199
1205,7743.711606470953,6.42631668586801
1210,7767.386948399003,6.4193280565281015
1215,7775.894001215811,6.399912758202314
1220,7800.59756754195,6.393932432411435
1225,7806.938968110606,6.37301140253927
1230,7855.151728692249,6.386302218448983
1235,7886.66378942727,6.385962582532202
1240,7902.330608704948,6.372847265084635
1245,7903.221455977047,6.3479690409454195
1250,7921.1540967108585,6.336923277368687
1255,7926.453313188976,6.315899054333845
1260,7937.709110772001,6.299769135533334
1265,7960.605895253458,6.292969087156884
1270,8010.30113697017,6.307323729897772
1275,8036.495009847981,6.30313334105724
1280,8091.023524480508,6.321112128500397
1285,8107.433755240388,6.309286969058667
1290,8143.823916711772,6.313041795900598
1295,8214.026170309393,6.342877351590265
1300,8214.516977682628,6.318859213602021
1305,8296.570357778704,6.357525178374486
1310,8343.888887992869,6.3693808305289075
1315,8386.535484781005,6.377593524548293
1320,8431.397837244767,6.387422603973309
1325,8464.914859289658,6.388614988143138
1330,8517.738713478033,6.4043148221639346
1335,8528.171772567584,6.388143649863359
1340,8603.947100192083,6.420856044919465
1345,8610.912542592254,6.402165459176397
1350,8644.209338949955,6.403118028851819
1355,8684.421226199176,6.409166956604558
1360,8731.630102964675,6.420316252179908
1365,8758.40230773504,6.416411947058637
1370,8760.267632855299,6.394355936390729
1375,8952.051099217822,6.510582617612962
1380,8961.537481800655,6.493867740435257
1385,9075.092051191627,6.552413033351355
1390,9077.881575679128,6.530850054445416
1395,9097.446100436822,6.5214667386643885
1400,9103.655205758054,6.502610861255753
1405,9177.304064423337,6.531889013824439
1410,9198.653989139599,6.523868077403971
1415,9205.017589472332,6.505312784079387
1420,9237.573846723026,6.50533369487537
1425,9244.8922106121,6.487643656569896
1430,9261.625027378874,6.4766608583069045
1435,9313.186120441489,6.490025171039365
1440,9315.6823998464,6.469223888782222
1445,9319.138440764666,6.449230754854439
1450,9337.229885691742,6.43946888668396
1455,9362.59258964225,6.434771539273024
1460,9429.270216516818,6.4584042578882315
1465,9440.532579180344,6.444049542102624
1470,9461.144634842352,6.436152812817927
1475,9488.420516324284,6.43282746869443
1480,9494.581006627588,6.415257436910532
1485,9559.851141528545,6.437610196315519
1490,9627.383429430858,6.461331160691851
1495,9662.237761333019,6.4630352918615515
1500,9664.97555174754,6.44331703449836
1505,9677.873528090682,6.430480749561915
1510,9816.456458813653,6.500964542260697
1515,9834.53969697288,6.491445344536555
1520,9838.647359508212,6.472794315465928
1525,9846.937692771588,6.4570083231289095
1530,9898.02155352515,6.469295133022974
1535,9953.31179372558,6.484242210896143
1540,9976.630707698276,6.4783316283755035
1545,9987.431014338357,6.464356643584697
1550,10003.018041610352,6.4535600268453885
1555,10036.209200629974,6.454153826771687
1560,10047.019508686773,6.44039712095306
1565,10071.527862934054,6.43548106257767
1570,10317.012527183322,6.571345558715492
1575,10333.559711995911,6.560990293330737
1580,10376.292882457312,6.567273976238805
1585,10415.452544767633,6.571263435184627
1590,10426.029234409505,6.557251090823588
1595,10430.74267172133,6.539650577881711
1600,10439.91136724888,6.52494460453055
1605,10463.0871033685,6.519057385276324
1610,10469.654667139412,6.502891097602119
1615,10492.098982349544,6.496655716625105
1620,10502.574430646762,6.483070636201705
1625,10538.841892632676,6.485441164697031
1630,10575.88403884091,6.488272416466816
1635,10616.489891810315,6.4932659888748105
1640,10618.765629690113,6.474857091274459
1645,10678.473518264416,6.491473263382624
1650,10680.556322048247,6.473064437604998
1655,10708.870288850412,6.470616488731367
1660,10716.12632698939,6.455497787343006
1665,10733.358048417547,6.446461290340869
1670,10759.185810895775,6.442626234069326
1675,10762.83710917785,6.425574393539015
1680,10789.462261146671,6.422298964968257
1685,10823.05254997731,6.423176587523626
1690,10826.89359923191,6.406445916705271
1695,10833.731672651791,6.391582107759168
1700,10897.085856680877,6.410050503929927
1705,10937.965476922833,6.415229018723069
1710,10952.574042289416,6.405014059818372
1715,10964.283530002125,6.393168239068294
1720,10965.817894955584,6.375475520323014
1725,10979.215236273492,6.3647624558107205
1730,10988.303445703152,6.351620488845753
1735,10992.220132904537,6.335573563633739
1740,10993.489596729027,6.318097469384498
1745,10994.506030817107,6.300576521958227
1750,11008.663172557302,6.290664670032744
1755,11019.426883938524,6.2788757173438885
1760,11115.239611179888,6.315477051806755
1765,11135.31739766196,6.308961698392046
1770,11165.393125341194,6.308131709232313
1775,11194.074602509678,6.306520902822354
1780,11210.23079256676,6.2978824677341345
1785,11287.744002048827,6.323666107590379
1790,11295.25701277226,6.310199448476123
1795,11304.056738136276,6.297524645201268
1800,11307.9033749205,6.282168541622499
1805,11312.170745061025,6.2671306066820085
1810,11356.194614886868,6.274140671208214
1815,11365.118404929772,6.261773225856624
1820,11394.136340915395,6.260514473030437
1825,11432.927234244762,6.2646176625998695
1830,11433.651474334722,6.2478969805107765
1835,11440.97720714243,6.234864963020398
1840,11468.335088438878,6.232790808934173
1845,11500.378168968587,6.233267300253977
1850,11526.712053535815,6.230655164073414
1855,11532.684375215404,6.217080525722589
1860,11578.261835836205,6.224871954750648
1865,11654.225176970926,6.248914304005858
1870,11714.216917402067,6.264287121605384
1875,11721.89026969559,6.251674810504315
1880,11728.080694461321,6.238340794926235
1885,11729.659767985835,6.22263117665031
1890,11755.88617310938,6.220045594237767
1895,11774.594203888148,6.213506176194273
1900,11853.330403045238,6.238594948971178
1905,11896.758802959188,6.245017744335532
1910,11900.910078512998,6.230842973043455
1915,11929.329068389237,6.229414657122317
1920,11969.273967078534,6.233996857853403
1925,11972.160540296081,6.219304176777185
1930,11989.539265439169,6.212196510590243
1935,12030.354471041981,6.2172374527348735
1940,12049.240982146677,6.210948959869421
1945,12064.87644411217,6.203021308026822
1950,12075.948535539605,6.192794120789541
1955,12082.374940868218,6.180242936505483
1960,12110.134062118648,6.178639827611555
1965,12149.719842974424,6.183063533320317
1970,12153.943608896674,6.169514522282576
1975,12218.70155992028,6.186684334136851
1980,12227.996398319621,6.1757557567270815
1985,12240.551673718095,6.166524772653952
1990,12261.445675370587,6.1615304901359735
1995,12266.087951628444,6.1484150133475906
2000,12273.104356842772,6.136552178421386
2005,12284.746349221406,6.127055535771275
2010,12308.855116224033,6.1238085155343445
2015,12339.35576136434,6.123749757500914
2020,12341.527982298987,6.109667317969795
2025,12356.352112868508,6.101902277959757
2030,12363.307942189638,6.0902994789111515
2035,12395.198954639774,6.0910068573168425
2040,12487.631297252918,6.1213878908102535
2045,12498.714563073476,6.111840862138619
2050,12507.096022189604,6.101022449848587
2055,12526.688620085002,6.095712223885646
2060,12526.783257041046,6.08096274613643
2065,12651.74970747035,6.126755306281041
2070,12660.03469869646,6.115958791640802
2075,12778.791425169291,6.158453698876767
2080,12833.972876320506,6.170179267461782
2085,12838.868976544862,6.1577309240023315
2090,12903.772628562981,6.174053889264584
2095,12936.264447835309,6.174827898728071
2100,12946.397414616455,6.16495114981736
2105,12961.202808020094,6.157341001434724
2110,13056.361564219147,6.187849082568317
2115,13064.425662279964,6.177033410061449
2120,13066.691123870709,6.163533548995617
2125,13069.769566039902,6.150479795783483
2130,13144.301894696931,6.171033753378841
2135,13206.62439645684,6.185772551033649
2140,13216.313889949657,6.175847612126008
2145,13257.019540638279,6.180428690274256
2150,13281.064628486356,6.177239362086677
2155,13295.705006070611,6.169700698872673
2160,13324.833464036728,6.168904381498486
2165,13339.35572344197,6.161365230227237
2170,13399.308643651771,6.174796609977775
2175,13424.483447318706,6.172176297617796
2180,13449.7618349419,6.169615520615551
2185,13499.146834027619,6.178099237541244
2190,13512.837512621974,6.170245439553413
2195,13537.028544896215,6.1672111821850635
2200,13621.341241679862,6.191518746218119
2205,13637.995127723814,6.185031803956378
2210,13658.514417337663,6.180323265763648
2215,13671.208509095242,6.172103164377084
2220,13690.667576303857,6.1669673767134485
2225,13763.566471006656,6.185872571238947
2230,13810.204695036211,6.192916903603682
2235,13881.644055373807,6.211026422986043
2240,13965.567852685785,6.234628505663297
2245,13979.470481937513,6.226935626698224
2250,13986.6482532328,6.216288112547911
2255,14034.907578729912,6.223905799880227
2260,14066.232813047658,6.223996819932592
2265,14067.04852939197,6.210617452270186
2270,14068.068437139478,6.197386976713426
2275,14076.143673429195,6.1873159004084375
2280,14126.268681696623,6.195731877937115
2285,14135.079240480762,6.1860303021797645
2290,14142.864925525259,6.175923548264305
2295,14160.951051586466,6.170349042085606
2300,14196.820844617514,6.172530802007615
2305,14225.168985321034,6.171439906863789
2310,14226.687290786193,6.15873908692043
2315,14231.335388589463,6.147445092263267
2320,14236.048339418432,6.136227732507945
2325,14248.296415064979,6.1282995333612815
2330,14280.411437531424,6.128931947438379
2335,14286.0050240122,6.118203436407795
2340,14295.878961051281,6.109349983355249
2345,14298.909712629958,6.097616082144971
2350,14328.900436190943,6.0974044409323165
2355,14343.75490697404,6.090766414850973
2360,14345.857142007793,6.078753026274489
2365,14358.696452258098,6.07133042378778
2370,14411.94562279487,6.080989714259439
2375,14522.653244470626,6.1148013660928955
2380,14523.978708664654,6.1025120624641405
2385,14540.773086430447,6.096760203954066
2390,14694.406524671675,6.1482872488166
2395,14704.970243326532,6.139862314541349
2400,14716.802082971484,6.132000867904785
2405,14758.00524689108,6.136384718042029
2410,14764.043902982297,6.126159295843277
2415,14780.917535854456,6.120462747765821
2420,14782.815868825848,6.108601598688367
2425,14793.37954937158,6.100362700771786
2430,14813.071691649158,6.0959142763988305
2435,14922.88444577217,6.128494638920809
2440,14928.173450845416,6.118103873297302
2445,15043.1660345679,6.152624145017546
2450,15103.823528225295,6.164825929887876
2455,15111.200041821034,6.155274966118547
2460,15123.132498257772,6.147614836690151
2465,15151.032054245288,6.146463308010259
2470,15190.03494937952,6.149811720396567
2475,15200.37375271206,6.141565152610933
2480,15222.572343494166,6.138134009473454
2485,15297.63376725087,6.155989443561719
2490,15414.75477580753,6.190664568597402
2495,15433.515895198223,6.185777913907104
2500,15478.650332611343,6.191460133044537
